xi,ti,hi,ui,zi
5000,4320,3.241189,1.5351521,95.0
5000,4380,3.2414608,1.5349612,95.0
5000,4440,3.2417316,1.5347711,95.0
5000,4500,3.2420025,1.5345814,95.0
5000,4560,3.2422738,1.5343921,95.0
5000,4620,3.2425437,1.534203,95.0
5000,4680,3.242813,1.5340145,95.0
5000,4740,3.2430825,1.5338264,95.0
5000,4800,3.243352,1.5336384,95.0
5000,4860,3.2436204,1.5334511,95.0
5000,4920,3.2438893,1.5332643,95.0
5000,4980,3.2441583,1.5330781,95.0
5000,5040,3.2444258,1.5328919,95.0
5000,5100,3.2446938,1.532706,95.0
5000,5160,3.2449613,1.5325211,95.0
5000,5220,3.2452288,1.5323362,95.0
5000,5280,3.2454963,1.532152,95.0
5000,5340,3.2457628,1.5319685,95.0
5000,5400,3.2460299,1.531785,95.0
5000,5460,3.2462964,1.531602,95.0
5000,5520,3.2465625,1.5314195,95.0
5000,5580,3.2468286,1.5312378,95.0
5000,5640,3.2470946,1.531056,95.0
5000,5700,3.2473602,1.5308751,95.0
5000,5760,3.2476258,1.5306947,95.0
5000,5820,3.2478905,1.5305144,95.0
5000,5880,3.2481556,1.5303346,95.0
5000,5940,3.2484207,1.5301552,95.0
5000,6000,3.2486858,1.5299768,95.0
5000,6060,3.2489505,1.5297983,95.0
5000,6120,3.2492146,1.5296204,95.0
5000,6180,3.2494802,1.529443,95.0
5000,6240,3.2497435,1.5292662,95.0
5000,6300,3.2500076,1.5290896,95.0
5000,6360,3.2502708,1.5289136,95.0
5000,6420,3.250535,1.528738,95.0
5000,6480,3.2507987,1.5285629,95.0
5000,6540,3.251062,1.5283881,95.0
5000,6600,3.2513251,1.5282141,95.0
5000,6660,3.2515888,1.52804,95.0
5000,6720,3.2518516,1.5278671,95.0
5000,6780,3.2521148,1.5276942,95.0
5000,6840,3.2523775,1.527522,95.0
5000,6900,3.2526402,1.5273497,95.0
5000,6960,3.252903,1.5271786,95.0
5000,7020,3.2531657,1.5270078,95.0
5000,7080,3.253429,1.5268372,95.0
5000,7140,3.2536902,1.5266671,95.0
5000,7200,3.2539525,1.5264972,95.0
5000,7260,3.2542152,1.526328,95.0
5000,7320,3.254478,1.5261595,95.0
5000,7380,3.2547393,1.5259913,95.0
5000,7440,3.2550015,1.5258235,95.0
5000,7500,3.2552638,1.525656,95.0
5000,7560,3.2555256,1.525489,95.0
5000,7620,3.2557874,1.5253226,95.0
5000,7680,3.2560492,1.5251565,95.0
5000,7740,3.256311,1.5249914,95.0
5000,7800,3.2565722,1.5248258,95.0
5000,7860,3.2568336,1.5246611,95.0
5000,7920,3.2570953,1.5244967,95.0
5000,7980,3.2573562,1.5243329,95.0
5000,8040,3.257618,1.5241693,95.0
5000,8100,3.2578793,1.5240065,95.0
5000,8160,3.2581406,1.523844,95.0
5000,8220,3.2584023,1.523682,95.0
5000,8280,3.2586637,1.52352,95.0
5000,8340,3.258924,1.523359,95.0
5000,8400,3.2591858,1.5231979,95.0
5000,8460,3.259447,1.5230374,95.0
5000,8520,3.259708,1.5228776,95.0
5000,8580,3.2599692,1.522718,95.0
5000,8640,3.2602296,1.5225587,95.0
5000,8700,3.2604904,1.5223998,95.0
5000,8760,3.2607512,1.5222417,95.0
5000,8820,3.261013,1.5220835,95.0
5000,8880,3.2612734,1.521926,95.0
5000,8940,3.2615337,1.5217688,95.0
5000,9000,3.261795,1.5216122,95.0
5000,9060,3.2620559,1.5214556,95.0
5000,9120,3.2623162,1.5212995,95.0
5000,9180,3.2625775,1.5211445,95.0
5000,9240,3.262838,1.5209886,95.0
5000,9300,3.2630992,1.5208342,95.0
5000,9360,3.263359,1.5206798,95.0
5000,9420,3.2636204,1.5205258,95.0
5000,9480,3.2638807,1.5203722,95.0
5000,9540,3.2641416,1.5202187,95.0
5000,9600,3.2644024,1.5200659,95.0
5000,9660,3.2646632,1.5199136,95.0
5000,9720,3.264923,1.5197613,95.0
5000,9780,3.2651844,1.5196096,95.0
5000,9840,3.2654452,1.5194582,95.0
5000,9900,3.265705,1.519307,95.0
5000,9960,3.265966,1.5191565,95.0
5000,10020,3.2662268,1.5190061,95.0
5000,10080,3.2664871,1.5188563,95.0
5000,10140,3.2667484,1.5187062,95.0
5000,10200,3.2670083,1.5185572,95.0
5000,10260,3.2672691,1.5184087,95.0
5000,10320,3.2675295,1.5182596,95.0
5000,10380,3.2677903,1.5181117,95.0
5000,10440,3.2680507,1.5179636,95.0
5000,10500,3.268312,1.5178162,95.0
5000,10560,3.2685728,1.5176691,95.0
5000,10620,3.2688327,1.5175219,95.0
5000,10680,3.269093,1.5173757,95.0
5000,10740,3.2693539,1.5172294,95.0
5000,10800,3.2696152,1.5170835,95.0
5000,10860,3.269876,1.5169383,95.0
5000,10920,3.2701364,1.5167927,95.0
5000,10980,3.2703972,1.5166478,95.0
5000,11040,3.2706575,1.5165033,95.0
5000,11100,3.270918,1.5163591,95.0
5000,11160,3.2711787,1.5162148,95.0
5000,11220,3.2714396,1.5160719,95.0
5000,11280,3.2717,1.515928,95.0
5000,11340,3.2719607,1.5157851,95.0
5000,11400,3.2722216,1.5156423,95.0
5000,11460,3.2724824,1.5155001,95.0
5000,11520,3.2727432,1.515358,95.0
5000,11580,3.2730045,1.5152158,95.0
5000,11640,3.2732644,1.5150743,95.0
5000,11700,3.2735257,1.5149331,95.0
5000,11760,3.2737865,1.5147921,95.0
5000,11820,3.2740474,1.5146515,95.0
5000,11880,3.2743082,1.514511,95.0
5000,11940,3.2745686,1.5143706,95.0
5000,12000,3.2748308,1.514231,95.0
5000,12060,3.2750902,1.5140915,95.0
5000,12120,3.2753525,1.5139521,95.0
5000,12180,3.2756133,1.5138133,95.0
5000,12240,3.2758737,1.5136744,95.0
5000,12300,3.2761345,1.5135361,95.0
5000,12360,3.2763953,1.5133977,95.0
5000,12420,3.2766566,1.5132598,95.0
5000,12480,3.2769175,1.513122,95.0
5000,12540,3.2771783,1.5129846,95.0
5000,12600,3.27744,1.5128474,95.0
5000,12660,3.2777004,1.5127105,95.0
5000,12720,3.2779617,1.5125736,95.0
5000,12780,3.2782226,1.5124371,95.0
5000,12840,3.2784834,1.512301,95.0
5000,12900,3.2787452,1.512165,95.0
5000,12960,3.2790065,1.5120292,95.0
5000,13020,3.2792673,1.5118939,95.0
5000,13080,3.2795281,1.5117583,95.0
5000,13140,3.27979,1.5116235,95.0
5000,13200,3.2800512,1.5114886,95.0
5000,13260,3.280312,1.5113542,95.0
5000,13320,3.2805738,1.5112199,95.0
5000,13380,3.2808352,1.5110859,95.0
5000,13440,3.281097,1.510952,95.0
5000,13500,3.2813578,1.510818,95.0
5000,13560,3.2816195,1.5106847,95.0
5000,13620,3.2818804,1.5105516,95.0
5000,13680,3.2821417,1.5104185,95.0
5000,13740,3.282403,1.5102859,95.0
5000,13800,3.2826638,1.5101534,95.0
5000,13860,3.2829256,1.5100206,95.0
5000,13920,3.2831874,1.5098884,95.0
5000,13980,3.2834487,1.5097567,95.0
5000,14040,3.2837105,1.5096248,95.0
5000,14100,3.2839713,1.5094934,95.0
5000,14160,3.2842336,1.5093619,95.0
5000,14220,3.2844954,1.5092307,95.0
5000,14280,3.2847567,1.5090998,95.0
5000,14340,3.285018,1.5089691,95.0
5000,14400,3.2852798,1.5088388,95.0
5000,14460,3.285542,1.5087081,95.0
5000,14520,3.2858033,1.5085778,95.0
5000,14580,3.2860646,1.508448,95.0
5000,14640,3.286326,1.508318,95.0
5000,14700,3.2865882,1.5081882,95.0
5000,14760,3.2868505,1.5080588,95.0
5000,14820,3.2871113,1.5079296,95.0
5000,14880,3.287373,1.5078005,95.0
5000,14940,3.2876353,1.5076716,95.0
5000,15000,3.287897,1.5075427,95.0
5000,15060,3.288159,1.5074142,95.0
5000,15120,3.2884202,1.5072856,95.0
5000,15180,3.2886825,1.5071572,95.0
5000,15240,3.2889447,1.5070295,95.0
5000,15300,3.2892065,1.5069015,95.0
5000,15360,3.2894683,1.5067737,95.0
5000,15420,3.2897305,1.5066462,95.0
5000,15480,3.2899923,1.5065187,95.0
5000,15540,3.290254,1.5063915,95.0
5000,15600,3.2905169,1.5062642,95.0
5000,15660,3.2907786,1.5061375,95.0
5000,15720,3.291041,1.5060105,95.0
5000,15780,3.2913027,1.5058839,95.0
5000,15840,3.291565,1.5057575,95.0
5000,15900,3.2918272,1.505631,95.0
5000,15960,3.29209,1.5055048,95.0
5000,16020,3.2923517,1.5053787,95.0
5000,16080,3.292613,1.5052528,95.0
5000,16140,3.2928758,1.5051272,95.0
5000,16200,3.2931376,1.5050015,95.0
5000,16260,3.2933998,1.5048761,95.0
5000,16320,3.293662,1.5047505,95.0
5000,16380,3.2939243,1.5046254,95.0
5000,16440,3.2941866,1.5045004,95.0
5000,16500,3.2944493,1.5043753,95.0
5000,16560,3.294711,1.5042505,95.0
5000,16620,3.2949734,1.5041262,95.0
5000,16680,3.2952366,1.5040015,95.0
5000,16740,3.295498,1.5038773,95.0
5000,16800,3.2957606,1.5037527,95.0
5000,16860,3.2960234,1.5036286,95.0
5000,16920,3.2962856,1.5035048,95.0
5000,16980,3.2965484,1.5033813,95.0
5000,17040,3.2968102,1.5032574,95.0
5000,17100,3.2970734,1.5031338,95.0
5000,17160,3.2973356,1.5030104,95.0
5000,17220,3.2975974,1.5028867,95.0
5000,17280,3.2978601,1.5027636,95.0
5000,17340,3.2981224,1.5026406,95.0
5000,17400,3.2983856,1.5025173,95.0
5000,17460,3.2986484,1.5023946,95.0
5000,17520,3.2989101,1.5022718,95.0
5000,17580,3.2991738,1.5021492,95.0
5000,17640,3.2994356,1.5020264,95.0
5000,17700,3.2996984,1.5019042,95.0
5000,17760,3.2999606,1.5017818,95.0
5000,17820,3.3002238,1.5016596,95.0
5000,17880,3.300486,1.5015377,95.0
5000,17940,3.3007483,1.5014154,95.0
5000,18000,3.3010116,1.5012937,95.0
5000,18060,3.3012743,1.5011721,95.0
5000,18120,3.301537,1.5010504,95.0
5000,18180,3.3017998,1.5009291,95.0
5000,18240,3.3020625,1.5008074,95.0
5000,18300,3.3023252,1.5006864,95.0
5000,18360,3.3025875,1.5005649,95.0
5000,18420,3.3028502,1.5004438,95.0
5000,18480,3.3031135,1.5003229,95.0
5000,18540,3.3033767,1.500202,95.0
5000,18600,3.3036385,1.5000812,95.0
5000,18660,3.3039012,1.4999607,95.0
5000,18720,3.3041644,1.4998399,95.0
5000,18780,3.3044276,1.4997195,95.0
5000,18840,3.30469,1.4995987,95.0
5000,18900,3.304953,1.4994788,95.0
5000,18960,3.3052163,1.4993584,95.0
5000,19020,3.3054786,1.4992385,95.0
5000,19080,3.3057413,1.4991186,95.0
5000,19140,3.306005,1.4989986,95.0
5000,19200,3.3062677,1.4988786,95.0
5000,19260,3.3065305,1.4987588,95.0
5000,19320,3.3067932,1.4986395,95.0
5000,19380,3.3070564,1.4985197,95.0
5000,19440,3.3073187,1.4984001,95.0
5000,19500,3.307582,1.4982809,95.0
5000,19560,3.3078446,1.4981619,95.0
5000,19620,3.3081079,1.4980427,95.0
5000,19680,3.3083706,1.4979235,95.0
5000,19740,3.3086338,1.4978045,95.0
5000,19800,3.308896,1.4976856,95.0
5000,19860,3.3091598,1.4975668,95.0
5000,19920,3.309422,1.4974481,95.0
5000,19980,3.3096848,1.4973297,95.0
5000,20040,3.3099484,1.4972111,95.0
5000,20100,3.3102107,1.4970925,95.0
5000,20160,3.310474,1.4969742,95.0
5000,20220,3.3107376,1.4968561,95.0
5000,20280,3.3110003,1.496738,95.0
5000,20340,3.311263,1.4966196,95.0
5000,20400,3.3115258,1.4965018,95.0
5000,20460,3.311789,1.4963839,95.0
5000,20520,3.3120518,1.4962659,95.0
5000,20580,3.312315,1.496148,95.0
5000,20640,3.3125777,1.4960304,95.0
5000,20700,3.312841,1.4959129,95.0
5000,20760,3.3131037,1.4957955,95.0
5000,20820,3.313367,1.4956782,95.0
5000,20880,3.31363,1.4955606,95.0
5000,20940,3.3138928,1.4954433,95.0
5000,21000,3.3141556,1.4953263,95.0
5000,21060,3.3144188,1.4952092,95.0
5000,21120,3.3146815,1.4950923,95.0
5000,21180,3.3149438,1.4949754,95.0
5000,21240,3.315207,1.4948584,95.0
5000,21300,3.3154702,1.4947418,95.0
5000,21360,3.315734,1.4946249,95.0
5000,21420,3.3159962,1.4945086,95.0
5000,21480,3.3162594,1.4943918,95.0
5000,21540,3.3165221,1.4942756,95.0
5000,21600,3.3167849,1.4941592,95.0
5000,21660,3.317048,1.494043,95.0
5000,21720,3.3173108,1.4939268,95.0
5000,21780,3.3175735,1.4938108,95.0
5000,21840,3.3178368,1.4936948,95.0
5000,21900,3.318099,1.4935783,95.0
5000,21960,3.3183627,1.4934628,95.0
5000,22020,3.3186255,1.493347,95.0
5000,22080,3.3188882,1.4932313,95.0
5000,22140,3.3191504,1.4931155,95.0
5000,22200,3.3194137,1.493,95.0
5000,22260,3.319676,1.4928846,95.0
5000,22320,3.3199396,1.4927694,95.0
5000,22380,3.3202024,1.4926536,95.0
5000,22440,3.320465,1.4925386,95.0
5000,22500,3.3207273,1.4924237,95.0
5000,22560,3.3209906,1.4923083,95.0
5000,22620,3.3212528,1.4921932,95.0
5000,22680,3.321516,1.4920783,95.0
5000,22740,3.3217788,1.4919639,95.0
5000,22800,3.3220415,1.491849,95.0
5000,22860,3.3223038,1.491734,95.0
5000,22920,3.3225665,1.4916195,95.0
5000,22980,3.3228297,1.4915051,95.0
5000,23040,3.323092,1.4913906,95.0
5000,23100,3.3233547,1.4912761,95.0
5000,23160,3.323617,1.4911616,95.0
5000,23220,3.3238797,1.4910475,95.0
5000,23280,3.3241425,1.4909334,95.0
5000,23340,3.3244057,1.4908192,95.0
5000,23400,3.3246675,1.4907055,95.0
5000,23460,3.3249307,1.4905913,95.0
5000,23520,3.3251925,1.4904774,95.0
5000,23580,3.3254552,1.490364,95.0
5000,23640,3.3257174,1.4902503,95.0
5000,23700,3.3259802,1.4901365,95.0
5000,23760,3.3262424,1.4900229,95.0
5000,23820,3.3265047,1.4899095,95.0
5000,23880,3.326767,1.4897962,95.0
5000,23940,3.3270297,1.4896828,95.0
5000,24000,3.3272924,1.4895697,95.0
5000,24060,3.3275542,1.4894568,95.0
5000,24120,3.3278165,1.4893432,95.0
5000,24180,3.3280792,1.4892303,95.0
5000,24240,3.3283415,1.4891176,95.0
5000,24300,3.3286037,1.4890046,95.0
5000,24360,3.3288655,1.4888921,95.0
5000,24420,3.3291283,1.4887791,95.0
5000,24480,3.32939,1.4886668,95.0
5000,24540,3.3296523,1.488554,95.0
5000,24600,3.329914,1.4884418,95.0
5000,24660,3.3301759,1.4883295,95.0
5000,24720,3.3304381,1.4882171,95.0
5000,24780,3.3307,1.4881047,95.0
5000,24840,3.3309622,1.4879928,95.0
5000,24900,3.331224,1.4878806,95.0
5000,24960,3.3314862,1.4877687,95.0
5000,25020,3.331748,1.487657,95.0
5000,25080,3.3320098,1.4875451,95.0
5000,25140,3.332272,1.4874333,95.0
5000,25200,3.3325334,1.4873216,95.0
5000,25260,3.3327951,1.48721,95.0
5000,25320,3.333057,1.4870986,95.0
5000,25380,3.3333182,1.4869875,95.0
5000,25440,3.333581,1.486876,95.0
5000,25500,3.3338423,1.4867643,95.0
5000,25560,3.334104,1.4866534,95.0
5000,25620,3.3343658,1.4865423,95.0
5000,25680,3.3346267,1.4864314,95.0
5000,25740,3.334888,1.4863207,95.0
5000,25800,3.3351498,1.4862095,95.0
5000,25860,3.335411,1.4860988,95.0
5000,25920,3.3356724,1.4859883,95.0
5000,25980,3.3359346,1.4858775,95.0
5000,26040,3.3361945,1.4857669,95.0
5000,26100,3.3364568,1.4856566,95.0
5000,26160,3.336718,1.4855464,95.0
5000,26220,3.3369799,1.4854357,95.0
5000,26280,3.3372402,1.4853258,95.0
5000,26340,3.337501,1.4852155,95.0
5000,26400,3.3377633,1.4851055,95.0
5000,26460,3.3380237,1.4849957,95.0
5000,26520,3.338285,1.4848858,95.0
5000,26580,3.3385458,1.4847759,95.0
5000,26640,3.3388066,1.4846662,95.0
5000,26700,3.339068,1.4845563,95.0
5000,26760,3.3393288,1.484447,95.0
5000,26820,3.3395886,1.4843378,95.0
5000,26880,3.33985,1.484228,95.0
5000,26940,3.3401108,1.4841189,95.0
5000,27000,3.3403716,1.4840096,95.0
5000,27060,3.3406324,1.4839005,95.0
5000,27120,3.3408928,1.4837914,95.0
5000,27180,3.3411531,1.4836826,95.0
5000,27240,3.341414,1.4835737,95.0
5000,27300,3.3416739,1.4834648,95.0
5000,27360,3.3419347,1.4833558,95.0
5000,27420,3.3421955,1.4832475,95.0
5000,27480,3.3424559,1.4831388,95.0
5000,27540,3.3427157,1.4830302,95.0
5000,27600,3.342976,1.4829218,95.0
5000,27660,3.3432355,1.4828137,95.0
5000,27720,3.3434963,1.4827054,95.0
5000,27780,3.3437562,1.4825974,95.0
5000,27840,3.344016,1.4824895,95.0
5000,27900,3.3442764,1.4823813,95.0
5000,27960,3.3445363,1.4822735,95.0
5000,28020,3.3447957,1.4821658,95.0
5000,28080,3.3450565,1.4820583,95.0
5000,28140,3.345316,1.4819504,95.0
5000,28200,3.3455758,1.4818429,95.0
5000,28260,3.3458357,1.4817357,95.0
5000,28320,3.346095,1.4816281,95.0
5000,28380,3.3463545,1.4815208,95.0
5000,28440,3.3466134,1.4814135,95.0
5000,28500,3.3468728,1.4813064,95.0
5000,28560,3.3471327,1.4811995,95.0
5000,28620,3.3473916,1.4810925,95.0
5000,28680,3.347651,1.4809854,95.0
5000,28740,3.347911,1.480879,95.0
5000,28800,3.3481698,1.4807723,95.0
5000,28860,3.3484287,1.4806658,95.0
5000,28920,3.3486876,1.4805592,95.0
5000,28980,3.348947,1.4804525,95.0
5000,29040,3.349206,1.4803466,95.0
5000,29100,3.349465,1.48024,95.0
5000,29160,3.3497229,1.480134,95.0
5000,29220,3.3499823,1.4800277,95.0
5000,29280,3.3502412,1.4799219,95.0
5000,29340,3.3504996,1.4798161,95.0
5000,29400,3.3507576,1.4797102,95.0
5000,29460,3.3510165,1.4796045,95.0
5000,29520,3.3512754,1.4794986,95.0
5000,29580,3.3515334,1.4793932,95.0
5000,29640,3.3517919,1.4792875,95.0
5000,29700,3.3520508,1.4791824,95.0
5000,29760,3.3523088,1.4790771,95.0
5000,29820,3.3525667,1.4789716,95.0
5000,29880,3.3528247,1.4788666,95.0
5000,29940,3.3530831,1.4787617,95.0
5000,30000,3.3533406,1.4786569,95.0
5000,30060,3.353599,1.4785517,95.0
5000,30120,3.353857,1.478447,95.0
5000,30180,3.3541145,1.4783423,95.0
5000,30240,3.354372,1.4782376,95.0
5000,30300,3.35463,1.4781331,95.0
5000,30360,3.3548875,1.4780288,95.0
5000,30420,3.355146,1.4779247,95.0
5000,30480,3.355402,1.4778203,95.0
5000,30540,3.35566,1.477716,95.0
5000,30600,3.3559175,1.477612,95.0
5000,30660,3.356175,1.4775082,95.0
5000,30720,3.356432,1.4774041,95.0
5000,30780,3.3566895,1.4773004,95.0
5000,30840,3.356946,1.477197,95.0
5000,30900,3.3572035,1.4770931,95.0
5000,30960,3.3574605,1.4769895,95.0
5000,31020,3.357717,1.476886,95.0
5000,31080,3.3579736,1.4767826,95.0
5000,31140,3.3582306,1.4766793,95.0
5000,31200,3.3584871,1.4765762,95.0
5000,31260,3.3587437,1.476473,95.0
5000,31320,3.3590002,1.4763697,95.0
5000,31380,3.3592558,1.4762672,95.0
5000,31440,3.3595133,1.4761642,95.0
5000,31500,3.3597693,1.4760615,95.0
5000,31560,3.3600254,1.4759591,95.0
5000,31620,3.3602824,1.4758562,95.0
5000,31680,3.3605385,1.4757538,95.0
5000,31740,3.360794,1.4756515,95.0
5000,31800,3.3610501,1.4755487,95.0
5000,31860,3.3613057,1.4754467,95.0
5000,31920,3.3615618,1.4753448,95.0
5000,31980,3.3618178,1.4752426,95.0
5000,32040,3.3620734,1.4751402,95.0
5000,32100,3.362329,1.4750388,95.0
5000,32160,3.3625846,1.4749367,95.0
5000,32220,3.3628397,1.4748353,95.0
5000,32280,3.3630953,1.4747336,95.0
5000,32340,3.3633509,1.474632,95.0
5000,32400,3.3636055,1.4745303,95.0
5000,32460,3.363861,1.4744292,95.0
5000,32520,3.3641162,1.4743277,95.0
5000,32580,3.3643708,1.4742266,95.0
5000,32640,3.3646264,1.4741255,95.0
5000,32700,3.364881,1.4740245,95.0
5000,32760,3.3651357,1.4739234,95.0
5000,32820,3.3653908,1.4738226,95.0
5000,32880,3.365645,1.473722,95.0
5000,32940,3.3659005,1.4736212,95.0
5000,33000,3.3661547,1.4735206,95.0
5000,33060,3.3664083,1.4734201,95.0
5000,33120,3.366663,1.4733196,95.0
5000,33180,3.3669176,1.4732194,95.0
5000,33240,3.3671718,1.4731189,95.0
5000,33300,3.367426,1.4730189,95.0
5000,33360,3.3676796,1.4729189,95.0
5000,33420,3.3679342,1.4728187,95.0
5000,33480,3.368188,1.4727188,95.0
5000,33540,3.368442,1.4726193,95.0
5000,33600,3.3686953,1.4725192,95.0
5000,33660,3.3689494,1.4724197,95.0
5000,33720,3.3692026,1.4723201,95.0
5000,33780,3.3694563,1.4722205,95.0
5000,33840,3.36971,1.4721209,95.0
5000,33900,3.3699627,1.4720217,95.0
5000,33960,3.3702168,1.4719224,95.0
5000,34020,3.370469,1.4718231,95.0
5000,34080,3.3707228,1.4717242,95.0
5000,34140,3.370976,1.4716251,95.0
5000,34200,3.3712292,1.471526,95.0
5000,34260,3.3714814,1.4714273,95.0
5000,34320,3.3717346,1.4713286,95.0
5000,34380,3.3719873,1.4712299,95.0
5000,34440,3.37224,1.4711312,95.0
5000,34500,3.3724923,1.4710329,95.0
5000,34560,3.372745,1.4709342,95.0
5000,34620,3.3729978,1.4708359,95.0
5000,34680,3.37325,1.4707376,95.0
5000,34740,3.3735018,1.4706392,95.0
5000,34800,3.3737545,1.4705411,95.0
5000,34860,3.3740067,1.4704432,95.0
5000,34920,3.374259,1.4703451,95.0
5000,34980,3.3745103,1.4702473,95.0
5000,35040,3.3747625,1.4701492,95.0
5000,35100,3.3750143,1.4700518,95.0
5000,35160,3.3752656,1.469954,95.0
5000,35220,3.3755178,1.4698565,95.0
5000,35280,3.3757691,1.4697587,95.0
5000,35340,3.376021,1.4696614,95.0
5000,35400,3.3762722,1.4695641,95.0
5000,35460,3.376524,1.4694668,95.0
5000,35520,3.3767748,1.4693694,95.0
5000,35580,3.3770256,1.4692724,95.0
5000,35640,3.3772774,1.4691753,95.0
5000,35700,3.3775287,1.4690784,95.0
5000,35760,3.3777795,1.468981,95.0
5000,35820,3.3780308,1.4688846,95.0
5000,35880,3.3782806,1.468788,95.0
5000,35940,3.378532,1.468691,95.0
5000,36000,3.3787827,1.4685946,95.0
5000,36060,3.3790326,1.4684981,95.0
5000,36120,3.379284,1.4684016,95.0
5000,36180,3.3795342,1.4683051,95.0
5000,36240,3.3797846,1.4682089,95.0
5000,36300,3.3800344,1.4681126,95.0
5000,36360,3.3802843,1.4680165,95.0
5000,36420,3.3805342,1.4679202,95.0
5000,36480,3.380785,1.4678243,95.0
5000,36540,3.3810349,1.4677283,95.0
5000,36600,3.3812852,1.4676324,95.0
5000,36660,3.381534,1.4675366,95.0
5000,36720,3.3817844,1.4674408,95.0
5000,36780,3.3820343,1.4673451,95.0
5000,36840,3.3822837,1.4672495,95.0
5000,36900,3.382533,1.467154,95.0
5000,36960,3.382783,1.4670585,95.0
5000,37020,3.3830318,1.466963,95.0
5000,37080,3.3832812,1.4668677,95.0
5000,37140,3.383531,1.4667723,95.0
5000,37200,3.38378,1.4666772,95.0
5000,37260,3.3840284,1.4665818,95.0
5000,37320,3.3842778,1.4664867,95.0
5000,37380,3.3845263,1.4663919,95.0
5000,37440,3.3847752,1.4662967,95.0
5000,37500,3.385025,1.4662021,95.0
5000,37560,3.385273,1.466107,95.0
5000,37620,3.3855214,1.466012,95.0
5000,37680,3.3857703,1.4659177,95.0
5000,37740,3.3860188,1.4658227,95.0
5000,37800,3.3862677,1.4657283,95.0
5000,37860,3.3865151,1.4656339,95.0
5000,37920,3.386764,1.4655395,95.0
5000,37980,3.387012,1.465445,95.0
5000,38040,3.38726,1.4653504,95.0
5000,38100,3.3875084,1.4652562,95.0
5000,38160,3.3877559,1.465162,95.0
5000,38220,3.3880038,1.4650677,95.0
5000,38280,3.3882523,1.4649733,95.0
5000,38340,3.3884993,1.4648794,95.0
5000,38400,3.3887477,1.4647853,95.0
5000,38460,3.3889956,1.4646916,95.0
5000,38520,3.3892426,1.4645976,95.0
5000,38580,3.3894901,1.4645038,95.0
5000,38640,3.3897371,1.4644101,95.0
5000,38700,3.389985,1.4643161,95.0
