xi,ti,hi,ui,zi
10000,6720,3.221592,1.5500215,90.0
10000,6780,3.2215853,1.5500238,90.0
10000,6840,3.2215781,1.5500264,90.0
10000,6900,3.221571,1.5500299,90.0
10000,6960,3.2215633,1.5500333,90.0
10000,7020,3.2215562,1.5500375,90.0
10000,7080,3.2215486,1.5500419,90.0
10000,7140,3.221541,1.5500463,90.0
10000,7200,3.2215323,1.5500519,90.0
10000,7260,3.2215242,1.5500572,90.0
10000,7320,3.2215161,1.5500633,90.0
10000,7380,3.2215075,1.5500696,90.0
10000,7440,3.221499,1.5500765,90.0
10000,7500,3.2214904,1.5500832,90.0
10000,7560,3.2214813,1.5500903,90.0
10000,7620,3.2214718,1.5500981,90.0
10000,7680,3.2214627,1.5501064,90.0
10000,7740,3.2214541,1.5501146,90.0
10000,7800,3.2214441,1.5501233,90.0
10000,7860,3.221435,1.5501324,90.0
10000,7920,3.221425,1.550142,90.0
10000,7980,3.2214155,1.5501518,90.0
10000,8040,3.2214055,1.5501618,90.0
10000,8100,3.2213955,1.550172,90.0
10000,8160,3.221385,1.5501828,90.0
10000,8220,3.221375,1.550194,90.0
10000,8280,3.221364,1.5502049,90.0
10000,8340,3.221354,1.5502167,90.0
10000,8400,3.2213435,1.5502285,90.0
10000,8460,3.2213335,1.5502409,90.0
10000,8520,3.2213225,1.5502533,90.0
10000,8580,3.2213116,1.5502659,90.0
10000,8640,3.221301,1.5502789,90.0
10000,8700,3.2212896,1.5502923,90.0
10000,8760,3.2212791,1.5503057,90.0
10000,8820,3.2212667,1.5503198,90.0
10000,8880,3.2212567,1.5503339,90.0
10000,8940,3.2212453,1.550348,90.0
10000,9000,3.2212343,1.550363,90.0
10000,9060,3.221222,1.5503775,90.0
10000,9120,3.221211,1.5503929,90.0
10000,9180,3.2211995,1.5504081,90.0
10000,9240,3.221187,1.5504237,90.0
10000,9300,3.2211757,1.5504395,90.0
10000,9360,3.2211642,1.5504555,90.0
10000,9420,3.2211528,1.5504718,90.0
10000,9480,3.2211409,1.5504884,90.0
10000,9540,3.2211285,1.5505047,90.0
10000,9600,3.2211175,1.5505219,90.0
10000,9660,3.221105,1.5505389,90.0
10000,9720,3.2210932,1.5505563,90.0
10000,9780,3.2210808,1.550574,90.0
10000,9840,3.2210684,1.5505915,90.0
10000,9900,3.221056,1.5506095,90.0
10000,9960,3.221044,1.5506276,90.0
10000,10020,3.2210326,1.5506461,90.0
10000,10080,3.2210197,1.5506647,90.0
10000,10140,3.2210073,1.5506833,90.0
10000,10200,3.220995,1.5507019,90.0
10000,10260,3.220982,1.5507208,90.0
10000,10320,3.2209697,1.5507404,90.0
10000,10380,3.2209573,1.5507593,90.0
10000,10440,3.2209454,1.550779,90.0
10000,10500,3.2209325,1.5507985,90.0
10000,10560,3.2209196,1.5508183,90.0
10000,10620,3.2209077,1.5508382,90.0
10000,10680,3.2208948,1.5508583,90.0
10000,10740,3.2208824,1.5508785,90.0
10000,10800,3.2208695,1.5508988,90.0
10000,10860,3.2208567,1.5509194,90.0
10000,10920,3.2208443,1.5509398,90.0
10000,10980,3.2208319,1.5509607,90.0
10000,11040,3.220819,1.5509813,90.0
10000,11100,3.220807,1.5510026,90.0
10000,11160,3.2207937,1.5510235,90.0
10000,11220,3.2207813,1.5510448,90.0
10000,11280,3.220769,1.5510659,90.0
10000,11340,3.2207556,1.5510874,90.0
10000,11400,3.2207432,1.5511091,90.0
10000,11460,3.2207308,1.5511305,90.0
10000,11520,3.220718,1.5511521,90.0
10000,11580,3.2207055,1.5511742,90.0
10000,11640,3.2206926,1.551196,90.0
10000,11700,3.2206793,1.5512182,90.0
10000,11760,3.2206664,1.5512401,90.0
10000,11820,3.2206545,1.551262,90.0
10000,11880,3.220642,1.5512844,90.0
10000,11940,3.2206292,1.551307,90.0
10000,12000,3.2206168,1.5513291,90.0
10000,12060,3.2206035,1.5513514,90.0
10000,12120,3.2205915,1.551374,90.0
10000,12180,3.2205787,1.5513965,90.0
10000,12240,3.2205663,1.5514194,90.0
10000,12300,3.2205539,1.5514418,90.0
10000,12360,3.220541,1.5514643,90.0
10000,12420,3.220529,1.5514872,90.0
10000,12480,3.2205162,1.5515102,90.0
10000,12540,3.2205038,1.5515325,90.0
10000,12600,3.2204914,1.5515556,90.0
10000,12660,3.2204785,1.5515785,90.0
10000,12720,3.2204661,1.5516015,90.0
10000,12780,3.2204537,1.5516247,90.0
10000,12840,3.2204413,1.5516472,90.0
10000,12900,3.2204294,1.5516703,90.0
10000,12960,3.2204175,1.5516934,90.0
10000,13020,3.2204046,1.5517167,90.0
10000,13080,3.2203927,1.5517395,90.0
10000,13140,3.2203798,1.5517628,90.0
10000,13200,3.220368,1.5517857,90.0
10000,13260,3.2203555,1.551809,90.0
10000,13320,3.220344,1.5518322,90.0
10000,13380,3.2203312,1.5518548,90.0
10000,13440,3.2203193,1.5518782,90.0
10000,13500,3.2203078,1.5519013,90.0
10000,13560,3.2202954,1.5519243,90.0
10000,13620,3.2202835,1.5519475,90.0
10000,13680,3.2202716,1.5519708,90.0
10000,13740,3.2202597,1.5519938,90.0
10000,13800,3.2202473,1.552017,90.0
10000,13860,3.2202363,1.5520399,90.0
10000,13920,3.2202244,1.552063,90.0
10000,13980,3.2202134,1.5520858,90.0
10000,14040,3.2202015,1.552109,90.0
10000,14100,3.2201896,1.5521319,90.0
10000,14160,3.2201777,1.5521549,90.0
10000,14220,3.2201662,1.5521777,90.0
10000,14280,3.2201552,1.5522007,90.0
10000,14340,3.2201433,1.5522232,90.0
10000,14400,3.2201319,1.5522462,90.0
10000,14460,3.2201204,1.5522689,90.0
10000,14520,3.2201095,1.5522918,90.0
10000,14580,3.220098,1.5523143,90.0
10000,14640,3.2200866,1.5523369,90.0
10000,14700,3.2200756,1.5523598,90.0
10000,14760,3.220065,1.5523821,90.0
10000,14820,3.2200541,1.5524048,90.0
10000,14880,3.2200422,1.5524272,90.0
10000,14940,3.2200317,1.5524495,90.0
10000,15000,3.2200212,1.5524716,90.0
10000,15060,3.2200098,1.5524939,90.0
10000,15120,3.2199988,1.5525161,90.0
10000,15180,3.2199883,1.5525384,90.0
10000,15240,3.2199774,1.5525607,90.0
10000,15300,3.219967,1.5525826,90.0
10000,15360,3.219956,1.5526043,90.0
10000,15420,3.2199454,1.5526263,90.0
10000,15480,3.2199354,1.552648,90.0
10000,15540,3.219925,1.5526699,90.0
10000,15600,3.219915,1.5526916,90.0
10000,15660,3.219904,1.552713,90.0
10000,15720,3.2198935,1.5527345,90.0
10000,15780,3.219884,1.5527561,90.0
10000,15840,3.219873,1.5527774,90.0
10000,15900,3.219863,1.5527984,90.0
10000,15960,3.2198534,1.5528196,90.0
10000,16020,3.2198434,1.5528408,90.0
10000,16080,3.219833,1.5528618,90.0
10000,16140,3.2198234,1.5528824,90.0
10000,16200,3.2198143,1.5529035,90.0
10000,16260,3.2198038,1.5529238,90.0
10000,16320,3.2197943,1.5529448,90.0
10000,16380,3.2197847,1.5529652,90.0
10000,16440,3.2197752,1.5529857,90.0
10000,16500,3.2197652,1.5530057,90.0
10000,16560,3.2197556,1.5530262,90.0
10000,16620,3.219747,1.5530463,90.0
10000,16680,3.2197366,1.5530659,90.0
10000,16740,3.219728,1.5530863,90.0
10000,16800,3.2197185,1.553106,90.0
10000,16860,3.2197094,1.5531256,90.0
10000,16920,3.2197008,1.553145,90.0
10000,16980,3.2196918,1.5531645,90.0
10000,17040,3.2196822,1.5531843,90.0
10000,17100,3.2196732,1.5532033,90.0
10000,17160,3.219665,1.5532223,90.0
10000,17220,3.2196555,1.5532413,90.0
10000,17280,3.219648,1.5532602,90.0
10000,17340,3.2196383,1.5532792,90.0
10000,17400,3.2196298,1.5532978,90.0
10000,17460,3.2196221,1.5533161,90.0
10000,17520,3.2196126,1.5533348,90.0
10000,17580,3.219605,1.5533531,90.0
10000,17640,3.2195964,1.5533712,90.0
10000,17700,3.2195878,1.5533892,90.0
10000,17760,3.2195792,1.5534072,90.0
10000,17820,3.219571,1.5534251,90.0
10000,17880,3.219564,1.5534426,90.0
10000,17940,3.2195559,1.5534604,90.0
10000,18000,3.2195473,1.5534776,90.0
10000,18060,3.2195392,1.553495,90.0
10000,18120,3.2195315,1.5535125,90.0
10000,18180,3.2195244,1.5535294,90.0
10000,18240,3.2195158,1.5535461,90.0
10000,18300,3.2195082,1.5535628,90.0
10000,18360,3.2195005,1.5535797,90.0
10000,18420,3.2194934,1.5535963,90.0
10000,18480,3.2194862,1.5536124,90.0
10000,18540,3.2194781,1.5536289,90.0
10000,18600,3.2194715,1.5536449,90.0
10000,18660,3.2194643,1.5536608,90.0
10000,18720,3.2194562,1.5536767,90.0
10000,18780,3.21945,1.5536923,90.0
10000,18840,3.2194424,1.5537077,90.0
10000,18900,3.2194362,1.5537232,90.0
10000,18960,3.219429,1.5537386,90.0
10000,19020,3.2194228,1.5537536,90.0
10000,19080,3.2194152,1.5537686,90.0
10000,19140,3.2194085,1.5537835,90.0
10000,19200,3.2194014,1.5537981,90.0
10000,19260,3.2193947,1.5538129,90.0
10000,19320,3.219389,1.5538268,90.0
10000,19380,3.2193823,1.5538414,90.0
10000,19440,3.2193756,1.5538557,90.0
10000,19500,3.21937,1.5538696,90.0
10000,19560,3.2193632,1.5538834,90.0
10000,19620,3.219357,1.5538971,90.0
10000,19680,3.2193513,1.5539103,90.0
10000,19740,3.219345,1.553924,90.0
10000,19800,3.2193384,1.5539373,90.0
10000,19860,3.2193332,1.5539504,90.0
10000,19920,3.2193274,1.5539634,90.0
10000,19980,3.2193213,1.553976,90.0
10000,20040,3.2193155,1.5539883,90.0
10000,20100,3.2193103,1.5540012,90.0
10000,20160,3.219304,1.5540136,90.0
10000,20220,3.2192993,1.5540255,90.0
10000,20280,3.219293,1.5540378,90.0
10000,20340,3.2192879,1.5540495,90.0
10000,20400,3.2192826,1.5540615,90.0
10000,20460,3.2192774,1.5540735,90.0
10000,20520,3.2192721,1.5540847,90.0
10000,20580,3.219267,1.5540957,90.0
10000,20640,3.2192621,1.554107,90.0
10000,20700,3.2192569,1.5541179,90.0
10000,20760,3.219252,1.5541291,90.0
10000,20820,3.2192464,1.5541396,90.0
10000,20880,3.219242,1.5541502,90.0
10000,20940,3.2192373,1.5541606,90.0
10000,21000,3.2192326,1.5541706,90.0
10000,21060,3.2192283,1.5541805,90.0
10000,21120,3.2192235,1.5541908,90.0
10000,21180,3.2192183,1.5542005,90.0
10000,21240,3.219215,1.55421,90.0
10000,21300,3.2192097,1.5542195,90.0
10000,21360,3.2192063,1.5542289,90.0
10000,21420,3.219201,1.5542381,90.0
10000,21480,3.2191978,1.5542471,90.0
10000,21540,3.2191935,1.5542558,90.0
10000,21600,3.2191892,1.5542648,90.0
10000,21660,3.2191854,1.5542732,90.0
10000,21720,3.219181,1.5542817,90.0
10000,21780,3.2191777,1.55429,90.0
10000,21840,3.2191734,1.554298,90.0
10000,21900,3.21917,1.5543057,90.0
10000,21960,3.2191663,1.5543134,90.0
10000,22020,3.219163,1.5543213,90.0
10000,22080,3.2191596,1.5543286,90.0
10000,22140,3.2191558,1.554336,90.0
10000,22200,3.219152,1.554343,90.0
10000,22260,3.2191486,1.5543501,90.0
10000,22320,3.2191458,1.5543569,90.0
10000,22380,3.219142,1.5543638,90.0
10000,22440,3.219139,1.5543703,90.0
10000,22500,3.2191358,1.5543768,90.0
10000,22560,3.219133,1.5543829,90.0
10000,22620,3.21913,1.5543889,90.0
10000,22680,3.2191272,1.554395,90.0
10000,22740,3.2191238,1.5544009,90.0
10000,22800,3.2191215,1.5544063,90.0
10000,22860,3.2191186,1.554412,90.0
10000,22920,3.2191162,1.5544173,90.0
10000,22980,3.2191133,1.5544224,90.0
10000,23040,3.2191105,1.5544274,90.0
10000,23100,3.219108,1.5544325,90.0
10000,23160,3.2191052,1.5544372,90.0
10000,23220,3.2191029,1.5544417,90.0
10000,23280,3.2191014,1.5544462,90.0
10000,23340,3.2190995,1.5544504,90.0
10000,23400,3.2190967,1.5544547,90.0
10000,23460,3.2190943,1.5544587,90.0
10000,23520,3.2190924,1.5544626,90.0
10000,23580,3.2190905,1.5544661,90.0
10000,23640,3.2190876,1.5544696,90.0
10000,23700,3.2190862,1.5544733,90.0
10000,23760,3.2190847,1.5544764,90.0
10000,23820,3.2190828,1.5544797,90.0
10000,23880,3.219081,1.5544825,90.0
10000,23940,3.2190795,1.5544856,90.0
10000,24000,3.219078,1.5544878,90.0
10000,24060,3.2190762,1.5544906,90.0
10000,24120,3.2190747,1.5544931,90.0
10000,24180,3.2190733,1.5544952,90.0
10000,24240,3.2190719,1.5544971,90.0
10000,24300,3.219071,1.5544991,90.0
10000,24360,3.219069,1.554501,90.0
10000,24420,3.2190685,1.5545028,90.0
10000,24480,3.2190666,1.5545045,90.0
10000,24540,3.2190661,1.5545057,90.0
10000,24600,3.2190642,1.5545068,90.0
10000,24660,3.2190642,1.5545081,90.0
10000,24720,3.2190628,1.5545088,90.0
10000,24780,3.2190619,1.55451,90.0
10000,24840,3.219061,1.5545105,90.0
10000,24900,3.21906,1.5545108,90.0
10000,24960,3.219059,1.5545115,90.0
10000,25020,3.219059,1.5545118,90.0
10000,25080,3.2190585,1.5545117,90.0
10000,25140,3.219058,1.554512,90.0
10000,25200,3.2190576,1.5545118,90.0
10000,25260,3.2190576,1.5545114,90.0
10000,25320,3.2190561,1.5545111,90.0
10000,25380,3.2190566,1.5545105,90.0
10000,25440,3.2190566,1.5545099,90.0
10000,25500,3.2190566,1.5545094,90.0
10000,25560,3.2190557,1.5545081,90.0
10000,25620,3.2190561,1.5545071,90.0
10000,25680,3.2190557,1.5545061,90.0
10000,25740,3.2190557,1.5545049,90.0
10000,25800,3.2190561,1.5545032,90.0
10000,25860,3.2190557,1.5545015,90.0
10000,25920,3.2190557,1.5544997,90.0
10000,25980,3.2190561,1.5544982,90.0
10000,26040,3.2190566,1.5544963,90.0
10000,26100,3.219057,1.554494,90.0
10000,26160,3.219057,1.554492,90.0
10000,26220,3.2190576,1.5544895,90.0
10000,26280,3.219058,1.5544871,90.0
10000,26340,3.219058,1.5544846,90.0
10000,26400,3.219059,1.554482,90.0
10000,26460,3.2190604,1.5544791,90.0
10000,26520,3.219061,1.554476,90.0
10000,26580,3.2190614,1.5544733,90.0
10000,26640,3.2190623,1.55447,90.0
10000,26700,3.2190633,1.5544665,90.0
10000,26760,3.2190642,1.5544631,90.0
10000,26820,3.2190652,1.5544597,90.0
10000,26880,3.2190666,1.5544559,90.0
10000,26940,3.219067,1.5544521,90.0
10000,27000,3.2190685,1.5544482,90.0
10000,27060,3.21907,1.5544442,90.0
10000,27120,3.2190704,1.55444,90.0
10000,27180,3.2190719,1.5544356,90.0
10000,27240,3.2190728,1.5544316,90.0
10000,27300,3.2190747,1.5544271,90.0
10000,27360,3.2190757,1.5544224,90.0
10000,27420,3.219077,1.5544176,90.0
10000,27480,3.219079,1.554413,90.0
10000,27540,3.21908,1.5544082,90.0
10000,27600,3.2190814,1.554403,90.0
10000,27660,3.2190843,1.5543981,90.0
10000,27720,3.2190857,1.5543928,90.0
10000,27780,3.2190866,1.5543873,90.0
10000,27840,3.2190895,1.5543821,90.0
10000,27900,3.219091,1.5543764,90.0
10000,27960,3.2190924,1.5543708,90.0
10000,28020,3.2190948,1.5543648,90.0
10000,28080,3.2190962,1.5543588,90.0
10000,28140,3.2190986,1.554353,90.0
10000,28200,3.219101,1.5543473,90.0
10000,28260,3.2191029,1.5543406,90.0
10000,28320,3.2191048,1.5543344,90.0
10000,28380,3.2191072,1.5543283,90.0
10000,28440,3.2191095,1.554322,90.0
10000,28500,3.2191114,1.5543154,90.0
10000,28560,3.2191143,1.5543088,90.0
10000,28620,3.2191162,1.5543019,90.0
10000,28680,3.219119,1.5542947,90.0
10000,28740,3.219121,1.5542881,90.0
10000,28800,3.2191238,1.554281,90.0
10000,28860,3.2191267,1.5542741,90.0
10000,28920,3.219129,1.5542667,90.0
10000,28980,3.2191324,1.5542595,90.0
10000,29040,3.2191343,1.5542523,90.0
10000,29100,3.2191377,1.5542444,90.0
10000,29160,3.2191405,1.5542371,90.0
10000,29220,3.2191424,1.5542296,90.0
10000,29280,3.2191458,1.5542214,90.0
10000,29340,3.2191482,1.5542138,90.0
10000,29400,3.219152,1.554206,90.0
10000,29460,3.2191544,1.5541979,90.0
10000,29520,3.2191577,1.5541902,90.0
10000,29580,3.2191606,1.5541818,90.0
10000,29640,3.219164,1.5541736,90.0
10000,29700,3.2191663,1.5541651,90.0
10000,29760,3.21917,1.5541569,90.0
10000,29820,3.2191734,1.5541483,90.0
10000,29880,3.2191768,1.5541396,90.0
10000,29940,3.21918,1.5541312,90.0
10000,30000,3.219184,1.5541221,90.0
10000,30060,3.2191873,1.5541135,90.0
10000,30120,3.2191906,1.5541049,90.0
10000,30180,3.2191944,1.5540959,90.0
10000,30240,3.2191978,1.5540869,90.0
10000,30300,3.219201,1.554078,90.0
10000,30360,3.2192044,1.5540684,90.0
10000,30420,3.2192082,1.5540594,90.0
10000,30480,3.2192116,1.55405,90.0
10000,30540,3.2192159,1.5540407,90.0
10000,30600,3.2192192,1.5540311,90.0
10000,30660,3.2192235,1.5540217,90.0
10000,30720,3.2192268,1.5540123,90.0
10000,30780,3.2192311,1.5540028,90.0
10000,30840,3.219235,1.553993,90.0
10000,30900,3.2192388,1.5539833,90.0
10000,30960,3.219243,1.5539733,90.0
10000,31020,3.2192464,1.5539637,90.0
10000,31080,3.2192512,1.5539534,90.0
10000,31140,3.219255,1.5539438,90.0
10000,31200,3.2192588,1.5539335,90.0
10000,31260,3.219264,1.5539232,90.0
10000,31320,3.219267,1.5539134,90.0
10000,31380,3.2192717,1.553903,90.0
10000,31440,3.219276,1.5538927,90.0
10000,31500,3.2192812,1.5538822,90.0
10000,31560,3.219285,1.5538721,90.0
10000,31620,3.2192888,1.5538617,90.0
10000,31680,3.219294,1.553851,90.0
10000,31740,3.2192984,1.5538405,90.0
10000,31800,3.2193022,1.5538299,90.0
10000,31860,3.219308,1.5538192,90.0
10000,31920,3.2193117,1.5538086,90.0
10000,31980,3.2193155,1.553798,90.0
10000,32040,3.2193208,1.5537871,90.0
10000,32100,3.2193255,1.5537759,90.0
10000,32160,3.2193303,1.5537654,90.0
10000,32220,3.219335,1.5537544,90.0
10000,32280,3.2193398,1.5537434,90.0
10000,32340,3.2193446,1.5537323,90.0
10000,32400,3.2193494,1.5537212,90.0
10000,32460,3.2193546,1.5537102,90.0
10000,32520,3.2193594,1.5536989,90.0
10000,32580,3.2193637,1.553688,90.0
10000,32640,3.219369,1.5536767,90.0
10000,32700,3.2193742,1.5536654,90.0
10000,32760,3.2193794,1.5536541,90.0
10000,32820,3.2193837,1.5536425,90.0
10000,32880,3.219389,1.5536314,90.0
10000,32940,3.2193937,1.5536202,90.0
10000,33000,3.2193985,1.5536087,90.0
10000,33060,3.2194037,1.5535973,90.0
10000,33120,3.2194095,1.5535859,90.0
10000,33180,3.2194147,1.5535741,90.0
10000,33240,3.2194204,1.5535628,90.0
10000,33300,3.2194247,1.5535512,90.0
10000,33360,3.2194304,1.5535394,90.0
10000,33420,3.2194357,1.553528,90.0
10000,33480,3.2194414,1.553516,90.0
10000,33540,3.2194471,1.5535043,90.0
10000,33600,3.219452,1.5534925,90.0
10000,33660,3.219458,1.5534809,90.0
10000,33720,3.2194629,1.5534694,90.0
10000,33780,3.219468,1.5534573,90.0
10000,33840,3.2194738,1.5534456,90.0
10000,33900,3.2194796,1.5534335,90.0
10000,33960,3.2194858,1.5534216,90.0
10000,34020,3.219491,1.5534103,90.0
10000,34080,3.2194963,1.5533983,90.0
10000,34140,3.219502,1.5533862,90.0
10000,34200,3.2195077,1.5533742,90.0
10000,34260,3.219513,1.5533621,90.0
10000,34320,3.2195196,1.5533502,90.0
10000,34380,3.2195253,1.5533384,90.0
10000,34440,3.2195296,1.5533264,90.0
10000,34500,3.2195358,1.5533142,90.0
10000,34560,3.219542,1.5533023,90.0
10000,34620,3.2195473,1.5532902,90.0
10000,34680,3.219553,1.553278,90.0
10000,34740,3.2195592,1.5532662,90.0
10000,34800,3.2195654,1.5532545,90.0
10000,34860,3.2195706,1.5532421,90.0
10000,34920,3.2195768,1.55323,90.0
10000,34980,3.219583,1.553218,90.0
10000,35040,3.2195888,1.5532058,90.0
10000,35100,3.219595,1.5531938,90.0
10000,35160,3.2196007,1.5531816,90.0
10000,35220,3.2196069,1.5531694,90.0
10000,35280,3.2196136,1.5531573,90.0
10000,35340,3.2196193,1.5531454,90.0
10000,35400,3.2196245,1.5531334,90.0
10000,35460,3.2196317,1.5531212,90.0
10000,35520,3.2196379,1.5531094,90.0
10000,35580,3.2196436,1.5530969,90.0
10000,35640,3.2196503,1.5530849,90.0
10000,35700,3.2196555,1.5530728,90.0
10000,35760,3.2196622,1.5530608,90.0
10000,35820,3.2196689,1.5530487,90.0
10000,35880,3.2196746,1.5530367,90.0
10000,35940,3.2196808,1.5530244,90.0
10000,36000,3.219687,1.553012,90.0
10000,36060,3.2196927,1.5530002,90.0
10000,36120,3.2196994,1.5529882,90.0
10000,36180,3.2197056,1.552976,90.0
10000,36240,3.2197123,1.552964,90.0
10000,36300,3.2197185,1.552952,90.0
10000,36360,3.2197247,1.5529401,90.0
10000,36420,3.2197309,1.5529282,90.0
10000,36480,3.2197375,1.5529159,90.0
10000,36540,3.2197442,1.5529044,90.0
10000,36600,3.2197504,1.5528924,90.0
10000,36660,3.2197566,1.5528804,90.0
10000,36720,3.2197628,1.5528681,90.0
10000,36780,3.21977,1.5528563,90.0
10000,36840,3.2197762,1.5528443,90.0
10000,36900,3.2197824,1.5528324,90.0
10000,36960,3.219789,1.5528207,90.0
10000,37020,3.2197948,1.5528089,90.0
10000,37080,3.2198024,1.552797,90.0
10000,37140,3.219808,1.5527852,90.0
10000,37200,3.2198148,1.5527732,90.0
10000,37260,3.2198215,1.5527613,90.0
10000,37320,3.2198272,1.5527499,90.0
10000,37380,3.2198348,1.5527382,90.0
10000,37440,3.2198405,1.5527265,90.0
10000,37500,3.2198472,1.5527146,90.0
10000,37560,3.2198539,1.5527028,90.0
10000,37620,3.2198606,1.5526915,90.0
10000,37680,3.2198668,1.55268,90.0
10000,37740,3.2198734,1.5526681,90.0
10000,37800,3.2198796,1.5526564,90.0
10000,37860,3.2198868,1.5526453,90.0
10000,37920,3.219893,1.5526336,90.0
10000,37980,3.2198997,1.5526222,90.0
10000,38040,3.2199068,1.5526108,90.0
10000,38100,3.2199135,1.5525993,90.0
10000,38160,3.2199197,1.5525881,90.0
10000,38220,3.2199264,1.5525763,90.0
10000,38280,3.219933,1.5525649,90.0
10000,38340,3.2199397,1.552554,90.0
10000,38400,3.2199464,1.5525428,90.0
10000,38460,3.219953,1.5525314,90.0
10000,38520,3.2199593,1.5525203,90.0
10000,38580,3.2199664,1.5525092,90.0
10000,38640,3.219973,1.5524983,90.0
10000,38700,3.2199793,1.552487,90.0
